Gene,Chromosome,Start,End
Bn7765,A01,4897747,4963725
Bn7766,A01,2340038,4795470
Bn7767,A10,2225160,2928603
Bn7768,A03,4931731,4944999
Bn7769,A02,2248020,2396548
Bn7770,A09,2539553,2708376
Bn7771,A10,2106406,2745823
Bn7772,A08,2786137,3141154
Bn7773,A09,4927226,4984222
Bn7774,A05,3624897,3737318
Bn7775,A01,2139868,4380394
Bn7776,A01,3902915,4144412
Bn7777,A09,3649291,4411716
Bn7778,A05,4559376,4949438
Bn7779,A08,4032361,4360489
Bn7780,A05,3100464,4806172
Bn7781,A03,1474947,2741839
Bn7782,A06,1860851,4774633
Bn7783,A10,4934185,4977301
Bn7784,A09,3377969,4073628
Bn7785,A08,1635742,4090901
Bn7786,A02,3205403,3620572
Bn7787,A03,1387456,4932486
Bn7788,A09,1108208,1342687
Bn7789,A08,4748373,4953243
Bn7790,A01,2981188,3905461
Bn7791,A03,3136471,4365777
Bn7792,A06,4855940,4926313
Bn7793,A10,3073154,3271559
Bn7794,A10,2262349,3561502
Bn7795,A06,4907498,4950684
Bn7796,A02,3256867,3441159
Bn7797,A09,4250405,4982626
Bn7798,A06,3365717,4480286
Bn7799,A09,3623739,4894851
Bn7800,A01,3133216,4329474
Bn7801,A02,1132712,1283550
Bn7802,A10,2008051,4192463
Bn7803,A07,2794232,3002556
Bn7804,A08,3712162,4634057
Bn7805,A02,2151781,4921010
Bn7806,A03,2145999,4381084
Bn7807,A03,1581456,4310403
Bn7808,A09,3030228,4988544
Bn7809,A09,3711438,4767874
Bn7810,A02,4935721,4972367
Bn7811,A06,3257605,3810401
Bn7812,A10,2513996,3641831
Bn7813,A01,3654645,4729235
Bn7814,A05,3633558,4023514
Bn7815,A02,1991614,3239420
Bn7816,A09,2676284,4828337
Bn7817,A01,3532010,3609515
Bn7818,A04,4130542,4346366
Bn7819,A03,1595074,2190345
Bn7820,A02,2802856,3323431
Bn7821,A05,3355867,3442701
Bn7822,A02,1924628,2595716
Bn7823,A07,3899287,4000914
Bn7824,A06,2434270,4623611
Bn7825,A07,1566615,3781561
Bn7826,A01,1971798,3619885
Bn7827,A05,2580045,4831108
Bn7828,A06,2759620,3352539
Bn7829,A02,2713045,3166837
Bn7830,A08,4969340,4980086
Bn7831,A08,1459633,1809654
Bn7832,A03,2689493,4042342
Bn7833,A03,3181614,3865780
Bn7834,A03,1274419,3454822
Bn7835,A05,3722464,4074239
Bn7836,A01,2479665,3015358
Bn7837,A01,3140934,4214225
Bn7838,A07,1733691,2463772
Bn7839,A08,1832679,2550433
Bn7840,A08,2671805,3877179
Bn7841,A08,2837217,3535429
Bn7842,A08,2196922,4834074
Bn7843,A05,3446964,4880040
Bn7844,A05,2067023,2773384
Bn7845,A08,3704943,4985817
Bn7846,A03,3021474,3863070
Bn7847,A06,2637063,3289286
Bn7848,A09,4694950,4895389
Bn7849,A08,4399894,4856875
Bn7850,A01,2243035,3896198
Bn7851,A02,2352433,4789743
Bn7852,A02,4176865,4632156
Bn7853,A05,4515313,4886901
Bn7854,A07,3024907,4524459
Bn7855,A01,4916595,4967004
Bn7856,A03,1598229,4999439
Bn7857,A08,4431566,4797610
Bn7858,A07,2529406,4027602
Bn7859,A05,2965889,4373562
Bn7860,A07,4523785,4911056
Bn7861,A07,4128710,4273681
Bn7862,A03,1201740,2702243
Bn7863,A05,1484146,2927669
Bn7864,A04,4049720,4762532
Bn7865,A04,1757795,2717042
Bn7866,A08,1275043,3586528
Bn7867,A07,2820205,4963673
Bn7868,A09,1909036,4369614
Bn7869,A01,2120361,2435726
Bn7870,A06,1989740,3095097
Bn7871,A09,2140068,4667585
Bn7872,A07,4936160,4956014
Bn7873,A04,4533987,4649705
Bn7874,A10,3804728,3872603
Bn7875,A10,3722623,4655897
Bn7876,A05,3016496,4941544
Bn7877,A03,2858692,4868468
Bn7878,A08,1699781,4146916
Bn7879,A06,4264390,4830151
Bn7880,A03,2529849,4924109
Bn7881,A10,1379555,2743479
Bn7882,A05,1922469,4117068
Bn7883,A10,4515702,4665447
Bn7884,A03,2954772,4389776
Bn7885,A06,1331173,1826450
Bn7886,A03,3299827,4120612
Bn7887,A01,3743112,4577354
Bn7888,A09,2565396,3388820
Bn7889,A08,4196320,4333983
Bn7890,A10,4364301,4500621
Bn7891,A01,3608186,3654231
Bn7892,A07,2280187,2675651
Bn7893,A07,2351076,2977600
Bn7894,A10,4900533,4964680
Bn7895,A06,4044630,4275175
Bn7896,A06,1609010,4334863
Bn7897,A06,4845679,4902383
Bn7898,A05,2175200,4496576
Bn7899,A08,4402050,4652210
Bn7900,A10,3085176,3128972
Bn7901,A08,1303040,4577909
Bn7902,A09,3740549,4676539
Bn7903,A07,4843670,4886042
Bn7904,A04,1858760,2099107
Bn7905,A02,4446953,4634889
Bn7906,A07,2789572,3510556
Bn7907,A05,3667507,3779036
Bn7908,A08,1597395,4453283
Bn7909,A02,2013265,2760308
Bn7910,A05,2414191,3114168
Bn7911,A04,3068063,3567698
Bn7912,A04,3739594,4475965
Bn7913,A09,4370689,4871848
Bn7914,A08,3622227,4802108
Bn7915,A07,4829080,4853185
Bn7916,A06,2267870,4621779
Bn7917,A04,4060643,4230311
Bn7918,A10,2027179,3146478
Bn7919,A07,4641078,4932853
Bn7920,A02,3291820,3558529
Bn7921,A02,1088260,1600691
Bn7922,A08,1957980,4806752
Bn7923,A04,1853097,3319731
Bn7924,A04,3662654,3907663
Bn7925,A10,1627575,2587215
Bn7926,A06,3981139,4285548
Bn7927,A06,1281193,2583811
Bn7928,A10,3240240,3385790
Bn7929,A08,2542858,4362690
Bn7930,A01,1150100,2247521
Bn7931,A09,2091142,3496363
Bn7932,A07,2192368,3206365
Bn7933,A04,4975319,4998858
Bn7934,A06,4927926,4987530
Bn7935,A06,1481086,4005482
Bn7936,A08,3413106,3908828
Bn7937,A10,1069664,3317291
Bn7938,A10,4116301,4560252
Bn7939,A01,3604690,3857408
Bn7940,A04,3296672,3683663
Bn7941,A03,2858203,4445858
Bn7942,A03,4255430,4469608
Bn7943,A04,4745094,4785125
Bn7944,A09,4160292,4377042
Bn7945,A07,3827647,4304072
Bn7946,A01,2416208,3464211
Bn7947,A06,4632430,4935457
Bn7948,A01,4393625,4810360
Bn7949,A05,1377659,4651474
Bn7950,A02,3178544,4945138
Bn7951,A03,1016884,2683055
Bn7952,A01,1487541,1882948
Bn7953,A01,1660709,1676739
Bn7954,A03,3203513,4300385
Bn7955,A08,1363166,1946368
Bn7956,A06,2612602,4464179
Bn7957,A09,2958308,4493323
Bn7958,A03,1652809,4832545
Bn7959,A07,1629005,3900216
Bn7960,A03,2859619,3393812
Bn7961,A05,2263230,4048360
Bn7962,A01,3004968,3575744
Bn7963,A04,2608570,4556189
Bn7964,A01,2853346,4803534
Bn7965,A01,4843894,4917570
Bn7966,A09,4474215,4864514
Bn7967,A07,3189480,3372836
Bn7968,A06,1724960,2055333
Bn7969,A10,3347687,4202306
Bn7970,A08,1879557,2961835
Bn7971,A01,2846718,3573064
Bn7972,A08,1493943,3131883
Bn7973,A04,3788406,4990362
Bn7974,A01,3619841,4796225
Bn7975,A03,2513361,4804496
Bn7976,A05,4612193,4635611
Bn7977,A06,1904338,3040619
Bn7978,A10,3761387,4381639
Bn7979,A04,3597088,4090914
Bn7980,A08,3333527,3456883
Bn7981,A04,1101393,4812122
Bn7982,A01,1779426,3158423
Bn7983,A08,2478715,2857655
Bn7984,A07,1127664,4498764
Bn7985,A10,2446390,4165151
Bn7986,A05,2993182,4764617
Bn7987,A09,1398477,4617090
Bn7988,A07,2366728,4464628
Bn7989,A04,1408749,2883308
Bn7990,A08,1112265,3539270
Bn7991,A03,4122078,4348876
Bn7992,A01,2471834,2725874
Bn7993,A04,1605970,1846238
Bn7994,A07,4908861,4931656
Bn7995,A04,1110020,4421182
Bn7996,A01,4354536,4509116
Bn7997,A09,3799168,4697917
Bn7998,A04,3108231,3522056
Bn7999,A08,4401887,4828708
Bn8000,A06,3066050,3427404
Bn8001,A02,1952129,4278994
Bn8002,A10,2099468,3189061
Bn8003,A06,3278132,4397751
Bn8004,A08,3699634,4070265
Bn8005,A05,2608521,2979669
Bn8006,A10,2448093,4734595
Bn8007,A03,3015170,4869472
Bn8008,A03,4263401,4345333
Bn8009,A03,3700052,4895788
Bn8010,A08,3764204,4276208
Bn8011,A01,4214893,4769806
Bn8012,A08,2715237,4292034
Bn8013,A05,1043240,3600717
Bn8014,A02,4896630,4928439
Bn8015,A10,4251479,4384631
Bn8016,A05,4551560,4807962
Bn8017,A10,2795440,4874536
Bn8018,A05,2895575,4400373
Bn8019,A08,4562701,4829097
Bn8020,A01,3467587,4317922
Bn8021,A06,1783867,3529933
Bn8022,A01,4537475,4987477
Bn8023,A06,3294999,3884224
Bn8024,A09,4692079,4904328
Bn8025,A04,4094138,4628686
Bn8026,A04,4621438,4855524
Bn8027,A06,3511082,4636107
Bn8028,A10,1726881,2629952
Bn8029,A08,1206410,2077915
Bn8030,A05,2195026,2713109
Bn8031,A04,1598132,3334805
Bn8032,A10,4221644,4457704
Bn8033,A05,3512775,4249389
Bn8034,A07,4190232,4673978
Bn8035,A03,4706670,4956500
Bn8036,A06,4099347,4896393
Bn8037,A09,1172003,4633416
Bn8038,A09,2543959,4093053
Bn8039,A05,3770877,4382313
Bn8040,A02,3108832,4209830
Bn8041,A09,4846276,4924990
Bn8042,A08,4380606,4915159
Bn8043,A10,4573745,4610612
Bn8044,A03,1376814,4863485
Bn8045,A03,1934801,4091592
Bn8046,A03,4295896,4434502
Bn8047,A02,1787505,4535094
Bn8048,A03,2770942,3736068
Bn8049,A04,4345787,4749080
Bn8050,A05,1159888,2502772
Bn8051,A01,2724330,4769142
Bn8052,A01,4021252,4274224
Bn8053,A07,3854023,4208376
Bn8054,A01,1111998,2825897
Bn8055,A07,4563678,4942021
Bn8056,A09,4078455,4754515
Bn8057,A01,4705742,4957932
Bn8058,A07,3799981,4767669
Bn8059,A03,4439479,4861181
Bn8060,A01,2692855,3935207
Bn8061,A02,3146531,4567574
Bn8062,A06,3820577,4085078
Bn8063,A06,2264541,3165298
Bn8064,A08,1113916,3533296
Bn8065,A07,1102674,2144932
Bn8066,A10,1576054,4256386
Bn8067,A10,1310844,3290424
Bn8068,A08,4657933,4866777
Bn8069,A10,2450809,3740132
Bn8070,A01,4971321,4988794
Bn8071,A01,4677593,4855558
Bn8072,A08,4118611,4321338
Bn8073,A08,2598000,3985298
Bn8074,A05,4963109,4991195
Bn8075,A09,3234940,4276961
Bn8076,A02,2299603,3262436
Bn8077,A03,2246055,3606713
Bn8078,A04,2289883,4477839
Bn8079,A09,4341302,4455692
Bn8080,A05,2324160,4887279
Bn8081,A07,3111614,3572707
Bn8082,A06,3918662,4457083
Bn8083,A08,1015700,3414648
Bn8084,A09,3473110,3712463
Bn8085,A02,2980294,4662087
Bn8086,A02,4875900,4943686
Bn8087,A03,4305784,4314385
Bn8088,A04,1636863,2154750
Bn8089,A04,1873491,4670395
Bn8090,A08,4693543,4952247
Bn8091,A04,1454204,4593164
Bn8092,A06,4578606,4652065
Bn8093,A03,3772690,3775864
Bn8094,A08,3756410,3901687
Bn8095,A02,4625402,4888523
Bn8096,A01,2647926,3168592
Bn8097,A04,4462037,4591418
Bn8098,A04,4452447,4586119
Bn8099,A01,3042984,3909694
Bn8100,A01,3222267,3290118
Bn8101,A02,4219532,4297005
Bn8102,A06,2411515,2510527
Bn8103,A09,2638459,3007757
Bn8104,A10,3791701,4454864
Bn8105,A09,3721399,4889592
Bn8106,A03,3605263,4952445
Bn8107,A04,2193412,4620197
Bn8108,A05,4089375,4522987
Bn8109,A07,1136739,1681924
Bn8110,A08,4681966,4754330
Bn8111,A05,3711816,3890070
Bn8112,A02,3851343,4235305
Bn8113,A08,2518826,3852122
Bn8114,A02,4152664,4678901
Bn8115,A05,2302288,2872426
Bn8116,A03,4950352,4985726
Bn8117,A03,2784210,3430146
Bn8118,A04,3595133,4554878
Bn8119,A03,1670178,2061408
Bn8120,A01,3069268,3543782
Bn8121,A02,3960234,4553426
Bn8122,A05,2705358,4675544
Bn8123,A10,4565573,4975108
Bn8124,A09,4838114,4972086
Bn8125,A07,3372149,4540194
Bn8126,A04,1072191,2713919
Bn8127,A09,1695895,3669644
Bn8128,A03,2598616,4952130
Bn8129,A02,2155781,3594939
Bn8130,A09,4076048,4439137
Bn8131,A02,3649478,4255968
Bn8132,A01,4901163,4927923
Bn8133,A07,3261818,3340172
Bn8134,A09,2330856,2498747
Bn8135,A08,3254866,4685389
Bn8136,A05,2312342,3972607
Bn8137,A10,4993929,4998352
Bn8138,A06,3015173,4050530
Bn8139,A09,4522031,4691212
Bn8140,A09,3449863,4875422
Bn8141,A01,1921975,4961036
Bn8142,A09,2829381,2880180
Bn8143,A06,2786038,3617481
Bn8144,A05,2025693,3085320
Bn8145,A07,2526957,3407305
Bn8146,A01,3904270,4899333
Bn8147,A05,3096878,4193253
Bn8148,A10,2040013,2157162
Bn8149,A05,4814885,4989809
Bn8150,A06,1739536,3340678
Bn8151,A03,1858616,4912241
Bn8152,A07,1631709,3649777
Bn8153,A09,4836850,4999445
Bn8154,A03,3317790,4403543
Bn8155,A02,4794853,4815357
Bn8156,A10,3370434,4299963
Bn8157,A03,1302214,1942902
Bn8158,A05,1224233,3369370
Bn8159,A07,2705523,3822753
Bn8160,A02,3851614,4478691
Bn8161,A08,3406373,4534437
Bn8162,A04,4451212,4469821
Bn8163,A03,1970315,4100749
Bn8164,A10,3890612,4604228
Bn8165,A06,4324844,4374688
Bn8166,A09,1206902,1379171
Bn8167,A04,3104584,3459500
Bn8168,A10,1777934,3863556
Bn8169,A02,2543990,3422901
Bn8170,A07,4765408,4803500
Bn8171,A05,3022953,4439691
Bn8172,A05,4963481,4995530
Bn8173,A04,1389563,2051089
Bn8174,A01,4131275,4771274
Bn8175,A08,2653470,4584611
Bn8176,A03,4043947,4898835
Bn8177,A08,1872976,4749954
Bn8178,A05,1568212,3189381
Bn8179,A07,2832556,4088378
Bn8180,A08,1845879,4985272
Bn8181,A10,4212324,4941250
Bn8182,A08,4182685,4998077
Bn8183,A08,3230534,3290975
Bn8184,A06,2650530,4709662
Bn8185,A09,3309635,4944195
Bn8186,A05,3071168,4174003
Bn8187,A04,2549325,2794795
Bn8188,A02,2140517,2677769
Bn8189,A01,3881431,4253317
Bn8190,A05,4961883,4988793
Bn8191,A01,2047518,4033445
Bn8192,A06,1874960,2271669
Bn8193,A06,3538812,3723969
Bn8194,A01,3112582,3938891
Bn8195,A04,2176084,2699199
Bn8196,A04,4505881,4896205
Bn8197,A04,2860626,4143681
Bn8198,A10,2270576,2335124
Bn8199,A01,3346058,3354095
Bn8200,A04,1431785,3574426
Bn8201,A07,4480264,4798117
Bn8202,A03,1833419,4800431
Bn8203,A07,4114771,4143691
Bn8204,A03,4274355,4297594
Bn8205,A02,1418451,2302301
Bn8206,A02,1363036,2889314
Bn8207,A10,2323316,3059103
Bn8208,A04,3181840,4274573
Bn8209,A07,3184710,4123229
Bn8210,A07,3734508,4207754
Bn8211,A05,2899338,3685359
Bn8212,A08,4684179,4775661
Bn8213,A04,1480146,2172052
Bn8214,A01,1475958,4003477
Bn8215,A01,2694485,3085709
Bn8216,A01,3253590,3854973
Bn8217,A09,4021978,4548923
Bn8218,A10,2415217,2628327
Bn8219,A09,1647962,2111389
Bn8220,A06,1309658,3949690
Bn8221,A10,4451052,4743380
Bn8222,A07,4898200,4987196
Bn8223,A06,2364203,3407770
Bn8224,A07,3260917,3463944
Bn8225,A05,4003039,4711581
Bn8226,A02,2463201,3284687
Bn8227,A05,3302989,3443080
Bn8228,A09,1327344,1502723
Bn8229,A07,3366933,4435905
Bn8230,A03,4322703,4334021
Bn8231,A08,2638131,2712721
Bn8232,A10,4780327,4853256
Bn8233,A06,4561065,4883442
Bn8234,A06,2838631,3037550
Bn8235,A10,3922116,4874615
Bn8236,A05,2933787,4488030
Bn8237,A01,1080003,1709024
Bn8238,A03,4176364,4286275
Bn8239,A02,1979886,4972305
Bn8240,A10,1723863,1802627
Bn8241,A06,2899764,3686356
Bn8242,A05,3047361,4683293
Bn8243,A10,3839422,4742691
Bn8244,A02,1845827,4657219
Bn8245,A07,1586277,2844136
Bn8246,A04,1295514,3541736
Bn8247,A10,3489904,4175736
Bn8248,A10,4824462,4852070
Bn8249,A03,4232817,4625445
Bn8250,A01,2482094,3482167
Bn8251,A06,1657066,3958260
Bn8252,A06,3327497,4338187
Bn8253,A07,4195642,4629250
Bn8254,A02,1368679,2011480
Bn8255,A05,3136387,4902102
Bn8256,A06,2780118,4522741
Bn8257,A08,2996397,4135456
Bn8258,A01,1334847,4384923
Bn8259,A01,2141003,3152949
Bn8260,A08,4631698,4736042
Bn8261,A04,4984228,4988971
Bn8262,A03,1473597,2956419
Bn8263,A01,4321170,4354369
Bn8264,A09,1437827,4367258
Bn8265,A01,4108148,4249265
Bn8266,A09,2434573,3290370
Bn8267,A02,4194158,4292893
Bn8268,A07,3345281,3753905
Bn8269,A08,1808236,2528399
Bn8270,A05,1922555,2653627
Bn8271,A04,4172776,4311807
Bn8272,A02,4253932,4706947
Bn8273,A07,1928479,4420646
Bn8274,A10,3409367,3532038
Bn8275,A01,3197834,3710063
Bn8276,A01,4210350,4295583
Bn8277,A09,4077179,4485595
Bn8278,A04,2560752,4011040
Bn8279,A04,1768557,2023703
Bn8280,A08,3024869,4485373
Bn8281,A03,3228570,4966289
Bn8282,A06,3833137,4849233
Bn8283,A01,2944752,4917194
Bn8284,A03,1826187,2273423
Bn8285,A10,4421912,4997802
Bn8286,A08,3526583,4751872
Bn8287,A10,1005420,2434867
Bn8288,A01,1467749,2737951
Bn8289,A08,4980813,4990058
Bn8290,A10,2632324,4229809
Bn8291,A01,1857575,4510340
Bn8292,A10,4745103,4897160
Bn8293,A02,4406436,4522961
Bn8294,A04,3572603,4552965
Bn8295,A09,4344432,4814499
Bn8296,A10,1632821,1785389
Bn8297,A10,4403662,4588749
Bn8298,A06,3124576,3668053
Bn8299,A02,2285646,4656206
Bn8300,A10,4601047,4755358
Bn8301,A05,3471030,4002234
Bn8302,A07,4243185,4450373
Bn8303,A08,3313281,4202481
Bn8304,A08,4677490,4869678
Bn8305,A02,2948466,3340940
Bn8306,A05,2111968,3162916
Bn8307,A10,4951392,4985942
Bn8308,A03,3204425,3613196
Bn8309,A05,1292513,4499193
Bn8310,A03,4277029,4819758
Bn8311,A05,4987160,4993462
Bn8312,A07,1612594,2661451
Bn8313,A07,3724554,4570078
Bn8314,A09,1679441,4692435
Bn8315,A06,1485700,3240006
Bn8316,A08,2071012,2432590
Bn8317,A01,4725974,4838704
Bn8318,A08,4140655,4682938
Bn8319,A10,3973750,3978528
Bn8320,A06,1610048,3050759
Bn8321,A01,2091587,2828239
Bn8322,A01,1444370,4991172
Bn8323,A04,4992257,4996728
Bn8324,A01,4523055,4740278
Bn8325,A10,3882780,4353331
Bn8326,A07,2504354,4389372
Bn8327,A06,4798057,4909691
Bn8328,A10,3073295,3710647
Bn8329,A05,4747345,4979394
Bn8330,A10,1261078,2240168
Bn8331,A03,3959649,3970174
Bn8332,A02,1650187,1995245
Bn8333,A07,4701171,4799584
Bn8334,A04,1707010,2444133
Bn8335,A07,3915681,4734731
Bn8336,A06,1902924,3523257
Bn8337,A04,2800557,3903052
Bn8338,A09,2930223,2982496
Bn8339,A03,2283740,3751408
Bn8340,A02,3821764,3934199
Bn8341,A08,2392954,3862046
Bn8342,A10,4137723,4857271
Bn8343,A07,2869674,4152824
Bn8344,A05,1600597,3093092
Bn8345,A05,4743932,4971583
Bn8346,A01,4961000,4965231
Bn8347,A09,4629228,4857583
Bn8348,A02,4328627,4986777
Bn8349,A08,1995697,2998485
Bn8350,A08,3679426,3769546
Bn8351,A08,1617689,4564993
Bn8352,A08,3592674,4271740
Bn8353,A01,2695507,4891374
Bn8354,A08,3152226,3886096
Bn8355,A07,1911834,2768174
Bn8356,A07,4560231,4904981
Bn8357,A05,3340508,4641300
Bn8358,A03,1038287,3200603
Bn8359,A10,4047063,4357095
Bn8360,A07,4758075,4791423
Bn8361,A06,2939242,4756924
Bn8362,A03,2939861,4364569
Bn8363,A06,4980404,4986538
Bn8364,A08,3356997,4049110
Bn8365,A09,3099164,4526162
Bn8366,A02,4927842,4953923
Bn8367,A06,1120055,3828411
Bn8368,A01,1750037,4935209
Bn8369,A03,2383228,3963111
Bn8370,A07,2405102,4826946
Bn8371,A02,4384298,4509648
Bn8372,A10,2130634,4465358
Bn8373,A01,4961065,4997562
Bn8374,A07,3664350,4407164
Bn8375,A06,1381689,1571080
Bn8376,A02,3973326,4262757
Bn8377,A10,1168273,1213252
Bn8378,A09,1583948,4656153
Bn8379,A01,1504064,3858160
Bn8380,A10,3792199,3871214
Bn8381,A06,3532323,4124811
Bn8382,A07,3736572,4702270
Bn8383,A03,4915682,4919716
Bn8384,A05,2626651,3881267
Bn8385,A08,4142896,4282033
Bn8386,A02,2927839,4715742
Bn8387,A10,4793154,4849197
Bn8388,A08,2772495,2909672
Bn8389,A05,2373621,3271935
Bn8390,A09,3211671,4566033
Bn8391,A09,4157567,4899931
Bn8392,A08,2643720,3752188
Bn8393,A06,1675315,3611843
Bn8394,A03,2708593,2975801
Bn8395,A09,2242095,2478067
Bn8396,A05,1804887,2701391
Bn8397,A08,2818968,4905646
Bn8398,A09,1371963,2625028
Bn8399,A08,1003506,1425747
Bn8400,A07,4038650,4242444
Bn8401,A02,2839435,3824756
Bn8402,A04,2480759,4390865
Bn8403,A01,3766880,4004166
Bn8404,A08,4051302,4732097
Bn8405,A04,1876120,2578254
Bn8406,A04,4225240,4367382
Bn8407,A04,2630500,4059781
Bn8408,A03,3880895,4211242
Bn8409,A06,4083262,4925843
Bn8410,A02,3402443,4456367
Bn8411,A09,1860598,4743118
Bn8412,A10,4016065,4318940
Bn8413,A07,4762592,4887246
Bn8414,A01,4234776,4902578
Bn8415,A05,3200164,3320651
Bn8416,A05,3075328,3380196
Bn8417,A05,1338496,1377254
Bn8418,A10,3845178,4266979
Bn8419,A10,1102367,1531628
Bn8420,A04,2629703,4516982
Bn8421,A08,1464810,3546205
Bn8422,A02,3537813,3818713
Bn8423,A05,1904160,2038072
Bn8424,A01,1554956,3791152
Bn8425,A10,4867093,4919838
Bn8426,A06,1886915,2911727
Bn8427,A06,2217080,2220806
Bn8428,A10,1229541,1759030
Bn8429,A08,1213967,3566061
Bn8430,A02,2860833,4232634
Bn8431,A06,3304163,3541285
Bn8432,A05,2611277,3149544
Bn8433,A02,3462142,4258471
Bn8434,A07,3361721,4949633
Bn8435,A07,2173470,3528024
Bn8436,A06,4533522,4770864
Bn8437,A05,2913941,4817679
Bn8438,A06,3325781,3541979
Bn8439,A08,2312080,2430755
Bn8440,A07,2259732,4936485
Bn8441,A06,4804720,4914817
Bn8442,A02,2258550,3422956
Bn8443,A06,3453301,3899982
Bn8444,A10,1638094,4944768
Bn8445,A03,4959506,4997739
Bn8446,A01,4195423,4485343
Bn8447,A09,1964062,3736244
Bn8448,A04,3110674,4298177
Bn8449,A08,2363131,4038269
Bn8450,A09,3133676,3389341
Bn8451,A04,2431293,4522201
Bn8452,A05,2681134,2979212
Bn8453,A07,4927810,4959180
Bn8454,A06,3853859,4376794
Bn8455,A01,1348121,2220204
Bn8456,A08,3467723,4062265
Bn8457,A09,1805582,2612156
Bn8458,A03,2542627,3462961
Bn8459,A01,4661991,4788885
Bn8460,A05,1103497,1158520
Bn8461,A09,2715760,3800039
Bn8462,A08,3647457,3705381
Bn8463,A04,4232856,4990158
Bn8464,A09,2614381,3075979
Bn8465,A01,3897023,4072402
Bn8466,A05,2204519,4287816
Bn8467,A02,3322649,4378896
Bn8468,A08,3243015,3551210
Bn8469,A05,2884981,4268038
Bn8470,A04,2106215,2251604
Bn8471,A09,3017105,3577566
Bn8472,A07,1951290,4789407
Bn8473,A09,4259730,4801101
Bn8474,A02,2351848,4605348
Bn8475,A09,4467669,4644026
Bn8476,A02,3667641,3871038
Bn8477,A05,3168732,4873450
Bn8478,A05,1156049,4675794
Bn8479,A08,4756593,4845566
Bn8480,A06,3367568,3392303
Bn8481,A09,4496688,4964247
Bn8482,A01,2073823,3396329
Bn8483,A02,2398653,4079029
Bn8484,A02,4917475,4928323
Bn8485,A06,3698327,4994424
Bn8486,A10,3853162,4850274
Bn8487,A09,4824812,4959190
Bn8488,A01,3409565,3767797
Bn8489,A07,4496659,4531859
Bn8490,A07,1383120,2442295
Bn8491,A09,4185675,4186175
Bn8492,A05,4291974,4873853
Bn8493,A03,3470663,3650515
Bn8494,A10,3184218,4118314
Bn8495,A10,3562538,4490263
Bn8496,A04,1139666,2203925
Bn8497,A08,3901033,4593686
Bn8498,A03,2658141,4833310
Bn8499,A01,3440758,3953689
Bn8500,A09,2032165,4119276
Bn8501,A04,3183951,4320108
Bn8502,A03,1770583,2190909
Bn8503,A05,1544909,4927200
Bn8504,A06,1390059,3215418
Bn8505,A08,1472335,2161843
Bn8506,A02,1734156,2941187
Bn8507,A05,2103575,4701215
Bn8508,A10,3353750,3918702
Bn8509,A06,3777006,3790526
Bn8510,A05,1659699,4012808
Bn8511,A04,4936340,4984514
Bn8512,A10,2557618,3206065
Bn8513,A02,2531653,3846274
Bn8514,A04,4921179,4971749
Bn8515,A09,1992591,4856626
Bn8516,A01,4708335,4771188
Bn8517,A09,2803632,4594337
Bn8518,A08,2775411,4735795
Bn8519,A03,1073341,1156854
Bn8520,A07,4676327,4892256
Bn8521,A05,1147716,4652618
Bn8522,A10,3163712,3216843
Bn8523,A08,4840321,4847496
Bn8524,A01,2477950,4805064
Bn8525,A10,2376797,3770019
Bn8526,A01,1680201,4630277
Bn8527,A01,1263780,2202745
Bn8528,A03,1848793,4834397
Bn8529,A02,4218380,4812062
Bn8530,A09,2713226,4430588
Bn8531,A03,3887770,4472501
Bn8532,A02,2203737,3913248
Bn8533,A01,2753337,3569646
Bn8534,A07,4041867,4609172
Bn8535,A03,4479059,4806313
Bn8536,A09,4302003,4732029
Bn8537,A06,2634227,4019316
Bn8538,A02,3046314,3984747
Bn8539,A08,3091925,3477873
Bn8540,A05,2671792,3210833
Bn8541,A02,1795496,3267511
Bn8542,A02,1671314,3067076
Bn8543,A02,2335020,3293210
Bn8544,A02,4043771,4805795
Bn8545,A10,2306230,3336513
Bn8546,A04,3360563,3962169
Bn8547,A07,1482050,1905948
Bn8548,A10,3314671,3800780
Bn8549,A05,1124765,3793301
Bn8550,A10,3536032,4218964
Bn8551,A09,2597499,4402255
Bn8552,A10,4535477,4755342
Bn8553,A06,2787176,4498152
Bn8554,A07,3163109,3738532
Bn8555,A05,3042846,4560512
Bn8556,A08,3704161,4867914
Bn8557,A03,3846070,4410071
Bn8558,A09,1891134,4036755
Bn8559,A06,3586912,4438310
Bn8560,A01,3348887,4864102
Bn8561,A02,4474160,4891741
Bn8562,A10,2010430,2602482
Bn8563,A03,3496008,4328477
Bn8564,A09,2714227,3442173
Bn8565,A03,2896423,3011791
Bn8566,A07,1577707,3688867
Bn8567,A01,3982287,4153465
Bn8568,A04,4574029,4999258
Bn8569,A08,4609955,4971899
Bn8570,A07,2308686,3779374
Bn8571,A05,1396054,1479816
Bn8572,A03,4003951,4470276
Bn8573,A06,4382282,4964630
Bn8574,A10,2480999,4971245
Bn8575,A04,1933947,2206763
Bn8576,A05,1125136,3032429
Bn8577,A05,1579366,3374658
Bn8578,A03,1451755,1656653
Bn8579,A07,3613479,3753857
Bn8580,A10,3614574,4713403
Bn8581,A03,1199692,2404422
Bn8582,A08,2558226,2949333
Bn8583,A02,3307826,3438423
Bn8584,A09,3041409,3395098
Bn8585,A06,1596045,2553089
Bn8586,A02,4424477,4504592
