Chromosomes,Gene,Start,End,Size,Type
chr18,Bn77938,66694499,91300205,24605706,TNL
chr18,Bn77939,75001808,95787981,20786173,TNL
chr18,Bn77940,57706763,60851601,3144838,RLP
chr18,Bn77941,80740127,88702323,7962196,TN
chr18,Bn77942,14848933,36214902,21365969,CNL
chr18,Bn77943,87951597,94543322,6591725,TNL
chr18,Bn77944,73351580,75311410,1959830,RLK
chr18,Bn77945,48875132,94080424,45205292,NBS
chr18,Bn77946,99032831,99586375,553544,TN
chr18,Bn77947,75441870,92270820,16828950,CN
chr18,Bn77948,92767765,98881366,6113601,TNL
chr18,Bn77949,40634241,67635061,27000820,TNL
chr18,Bn77950,44728902,82142922,37414020,RLK
chr18,Bn77951,97851703,98276405,424702,RLK
chr18,Bn77952,68498565,75371347,6872782,TN
chr18,Bn77953,9783678,40152330,30368652,TNL
chr18,Bn77954,73467071,79117597,5650526,TN
chr18,Bn77955,43359775,43528027,168252,RLP
chr18,Bn77956,39425859,48615620,9189761,CN
chr18,Bn77957,2541991,75519332,72977341,TNL
chr18,Bn77958,28861677,83231416,54369739,NBS
chr18,Bn77959,65108705,81293550,16184845,TN
chr18,Bn77960,21290148,40603087,19312939,CN
chr18,Bn77961,16141382,99934778,83793396,CNL
chr18,Bn77962,57208815,84722419,27513604,TNL
chr18,Bn77963,79143356,84120249,4976893,CNL
chr18,Bn77964,72896280,96046693,23150413,CN
chr18,Bn77965,90789399,94706186,3916787,CNL
chr18,Bn77966,24711843,81068102,56356259,RLK
chr18,Bn77967,82652565,92412588,9760023,CN
chr18,Bn77968,23411672,88075071,64663399,TNL
chr18,Bn77969,95632968,99010823,3377855,NBS
chr18,Bn77970,67507624,84099843,16592219,CNL
chr18,Bn77971,89603615,91101969,1498354,CNL
chr18,Bn77972,90392234,92500200,2107966,TN
chr18,Bn77973,99813817,99988254,174437,CN
chr18,Bn77974,95938377,97999430,2061053,CNL
chr18,Bn77975,76371323,91419519,15048196,RLP
chr18,Bn77976,64390358,93865467,29475109,CNL
chr18,Bn77977,71812961,86557818,14744857,RLP
chr18,Bn77978,23658240,41889372,18231132,TNL
chr18,Bn77979,11653629,34658532,23004903,NBS
chr18,Bn77980,72052827,85069280,13016453,RLP
chr18,Bn77981,44634154,49480142,4845988,TNL
chr18,Bn77982,86170633,88004567,1833934,CN
chr18,Bn77983,91729586,99531205,7801619,TNL
chr18,Bn77984,22588555,79580088,56991533,TN
chr18,Bn77985,90282398,97087919,6805521,NBS
chr18,Bn77986,30782643,46659192,15876549,CNL
chr18,Bn77987,32466106,44173245,11707139,NBS
chr18,Bn77988,5787109,80396361,74609252,CNL
chr18,Bn77989,24831684,30886763,6055079,TNL
chr18,Bn77990,95078898,97507434,2428536,RLK
chr18,Bn77991,24831206,92986386,68155180,RLK
chr18,Bn77992,12972514,63148720,50176206,CNL
chr18,Bn77993,45674524,62080389,16405865,CN
chr18,Bn77994,89749865,92185421,2435556,CN
chr18,Bn77995,67183035,81964858,14781823,RLK
chr18,Bn77996,63983049,90054451,26071402,TN
chr18,Bn77997,41343676,45244706,3901030,RLK
chr18,Bn77998,2425414,7846259,5420845,RLK
chr18,Bn77999,42355799,88280286,45924487,TN
chr18,Bn78000,28132084,66832136,38700052,CNL
chr18,Bn78001,98913774,99218209,304435,TN
chr18,Bn78002,9473988,55812352,46338364,NBS
chr18,Bn78003,21544624,58351756,36807132,RLP
chr18,Bn78004,55630447,99928190,44297743,TN
chr18,Bn78005,39766579,47178334,7411755,NBS
chr18,Bn78006,1171768,72604738,71432970,RLK
chr18,Bn78007,26710622,71701656,44991034,RLP
chr18,Bn78008,24702953,78633284,53930331,TNL
chr18,Bn78009,29305428,36663914,7358486,TNL
chr18,Bn78010,96111837,98038035,1926198,NBS
chr18,Bn78011,84697252,86588221,1890969,RLK
chr18,Bn78012,84127845,88860917,4733072,RLK
chr18,Bn78013,61224438,61979178,754740,TNL
chr18,Bn78014,92055387,94480022,2424635,CNL
chr18,Bn78015,44421514,88066475,43644961,NBS
chr18,Bn78016,89972707,94559471,4586764,RLK
chr18,Bn78017,28343405,55663641,27320236,RLK
chr18,Bn78018,31644179,74982768,43338589,CN
chr18,Bn78019,63660252,84171662,20511410,TN
chr18,Bn78020,91611653,96189323,4577670,TNL
chr18,Bn78021,55392354,92830312,37437958,RLK
chr18,Bn78022,17466530,48184639,30718109,TNL
chr18,Bn78023,10008166,79302625,69294459,CNL
chr18,Bn78024,19475313,74196875,54721562,RLK
chr18,Bn78025,59414403,88928344,29513941,RLK
chr18,Bn78026,93140543,95029716,1889173,RLP
chr18,Bn78027,84789731,92914243,8124512,RLK
chr18,Bn78028,30919362,47672539,16753177,RLK
chr18,Bn78029,27161009,73940372,46779363,TNL
chr18,Bn78030,21454768,52097579,30642811,TNL
chr18,Bn78031,96362996,98498953,2135957,TNL
chr18,Bn78032,54598654,75345187,20746533,NBS
chr18,Bn78033,26792289,41042518,14250229,CNL
chr18,Bn78034,34042375,95028948,60986573,TN
chr18,Bn78035,14150733,74002669,59851936,CNL
chr18,Bn78036,77499778,90614940,13115162,NBS
chr18,Bn78037,8776408,69904851,61128443,CNL
chr18,Bn78038,99378493,99863787,485294,CNL
chr18,Bn78039,26997740,68682945,41685205,TNL
chr18,Bn78040,95368471,96335010,966539,RLP
chr18,Bn78041,39350443,93552198,54201755,TNL
chr18,Bn78042,58427258,87241773,28814515,TNL
chr18,Bn78043,40765764,51843530,11077766,RLK
chr18,Bn78044,86184874,93529747,7344873,CNL
chr18,Bn78045,38617270,87506662,48889392,RLK
chr18,Bn78046,24757365,85082404,60325039,NBS
chr18,Bn78047,36267967,72822493,36554526,TN
chr18,Bn78048,96837666,97413844,576178,CNL
chr18,Bn78049,95365051,98517198,3152147,CNL
chr18,Bn78050,44024547,84043958,40019411,CN
chr18,Bn78051,18733345,34414928,15681583,CN
chr18,Bn78052,36947756,46950641,10002885,CN
chr18,Bn78053,87243375,94104789,6861414,RLP
chr18,Bn78054,2422136,91019314,88597178,TN
chr18,Bn78055,67505331,77535163,10029832,NBS
chr18,Bn78056,2981619,91032182,88050563,CNL
chr18,Bn78057,81578585,81999963,421378,CNL
chr18,Bn78058,72438711,97832837,25394126,NBS
chr18,Bn78059,91757257,99098356,7341099,CN
chr18,Bn78060,68579800,89212949,20633149,NBS
chr18,Bn78061,22052805,92538465,70485660,RLP
chr18,Bn78062,83934962,89324054,5389092,NBS
chr18,Bn78063,89216257,95773172,6556915,TNL
chr18,Bn78064,13033653,97695758,84662105,CNL
chr18,Bn78065,71310653,75317470,4006817,RLP
chr18,Bn78066,8195359,10274755,2079396,RLP
chr18,Bn78067,63483771,95878157,32394386,RLK
chr18,Bn78068,63011145,96851309,33840164,TN
chr18,Bn78069,88515189,94491435,5976246,TN
chr18,Bn78070,85455127,93990866,8535739,CN
chr18,Bn78071,21984647,33662431,11677784,RLP
chr18,Bn78072,88152801,96351542,8198741,TN
chr18,Bn78073,30270086,44911824,14641738,RLP
chr18,Bn78074,4948297,11270453,6322156,CN
chr18,Bn78075,82396106,86732175,4336069,NBS
chr18,Bn78076,91676339,94397446,2721107,NBS
chr18,Bn78077,13698240,42085941,28387701,RLK
chr18,Bn78078,28681140,85456297,56775157,RLK
chr18,Bn78079,36931093,80540842,43609749,TN
chr18,Bn78080,51126542,82716412,31589870,CN
chr18,Bn78081,6042083,29714787,23672704,RLK
chr18,Bn78082,8363975,69750220,61386245,CNL
chr18,Bn78083,84443642,96937805,12494163,RLP
chr18,Bn78084,28634266,73426567,44792301,RLK
chr18,Bn78085,95890205,99436051,3545846,RLP
chr18,Bn78086,30157679,59155891,28998212,RLP
chr18,Bn78087,21804239,32549287,10745048,RLP
chr18,Bn78088,40986471,87557675,46571204,CN
chr18,Bn78089,50809508,90271578,39462070,RLP
chr18,Bn78090,14513401,74350020,59836619,NBS
chr18,Bn78091,11827480,23318458,11490978,CNL
chr18,Bn78092,25178838,38689192,13510354,RLK
chr18,Bn78093,20764111,31424051,10659940,RLP
chr18,Bn78094,26120184,52879338,26759154,RLK
chr18,Bn78095,68056260,82926012,14869752,RLP
chr18,Bn78096,18315119,80974141,62659022,CNL
chr18,Bn78097,76679538,88683799,12004261,CN
chr18,Bn78098,75387853,80666548,5278695,RLK
chr18,Bn78099,13810930,65645067,51834137,TN
chr18,Bn78100,40954752,68080225,27125473,CNL
chr18,Bn78101,84848348,88436930,3588582,TNL
chr18,Bn78102,59878659,75986960,16108301,NBS
chr18,Bn78103,28438581,67839694,39401113,NBS
chr18,Bn78104,9872689,62509829,52637140,CNL
chr18,Bn78105,41001507,57658251,16656744,CNL
chr18,Bn78106,34188849,52561054,18372205,CN
chr18,Bn78107,68564023,79947810,11383787,CN
chr18,Bn78108,83628322,86032782,2404460,TNL
chr18,Bn78109,95465240,96850766,1385526,TNL
chr18,Bn78110,10438102,98139003,87700901,TNL
chr18,Bn78111,43815737,78509886,34694149,TN
chr18,Bn78112,57829789,78686149,20856360,CNL
chr18,Bn78113,8615967,34654117,26038150,RLK
chr18,Bn78114,27540784,75817713,48276929,RLK
chr18,Bn78115,47683928,82622237,34938309,TN
chr18,Bn78116,90044953,97220115,7175162,RLK
chr18,Bn78117,87042551,96421036,9378485,RLP
chr18,Bn78118,46762785,69077908,22315123,RLK
chr18,Bn78119,76920275,97754891,20834616,RLK
chr18,Bn78120,40631884,72485694,31853810,NBS
chr18,Bn78121,23924332,25480629,1556297,TN
chr18,Bn78122,20567705,82969388,62401683,TN
chr18,Bn78123,48513214,53046934,4533720,RLP
chr18,Bn78124,15675368,94572383,78897015,NBS
chr18,Bn78125,42773253,57724685,14951432,TN
chr18,Bn78126,18798543,37766098,18967555,RLK
chr18,Bn78127,98478268,98850587,372319,RLK
chr18,Bn78128,74154646,86507563,12352917,CN
chr18,Bn78129,17076416,39486328,22409912,TNL
chr18,Bn78130,34800524,39564809,4764285,RLK
chr18,Bn78131,19385260,34453815,15068555,CNL
chr18,Bn78132,99758721,99793097,34376,CN
chr18,Bn78133,80779229,99436129,18656900,RLK
chr18,Bn78134,31695222,85396233,53701011,TNL
chr18,Bn78135,95734679,96110486,375807,RLK
chr18,Bn78136,85639051,90165419,4526368,CNL
chr18,Bn78137,56128740,95903985,39775245,RLK
chr18,Bn78138,96542754,98152156,1609402,TNL
chr18,Bn78139,83361100,94260531,10899431,RLK
chr18,Bn78140,68660855,93821421,25160566,NBS
chr18,Bn78141,59843866,81775671,21931805,TN
chr18,Bn78142,53859984,61654799,7794815,CN
chr18,Bn78143,63490054,77603116,14113062,RLP
chr18,Bn78144,7134199,23400898,16266699,CN
chr18,Bn78145,73222995,82728719,9505724,TN
chr18,Bn78146,20500013,51564219,31064206,RLP
chr18,Bn78147,43211763,95263592,52051829,RLP
chr18,Bn78148,63272896,64336324,1063428,TN
chr18,Bn78149,3269138,52395832,49126694,RLK
chr18,Bn78150,9757931,89843925,80085994,TN
chr18,Bn78151,18468181,80576552,62108371,TNL
chr18,Bn78152,80537898,81077556,539658,RLK
chr18,Bn78153,51043999,59707378,8663379,CNL
chr18,Bn78154,40220228,80447999,40227771,TNL
chr18,Bn78155,87945145,94987735,7042590,RLK
chr18,Bn78156,60965011,90237895,29272884,NBS
chr18,Bn78157,40227960,46324675,6096715,CNL
chr18,Bn78158,71666456,85181719,13515263,TNL
chr18,Bn78159,40701472,68330621,27629149,CNL
chr18,Bn78160,44998834,98040849,53042015,TNL
chr18,Bn78161,8390494,77934408,69543914,TN
chr18,Bn78162,14326684,87437858,73111174,CN
chr18,Bn78163,20253949,52163560,31909611,RLK
chr18,Bn78164,25196886,65910708,40713822,CN
chr18,Bn78165,95137392,97197104,2059712,RLP
chr18,Bn78166,21581654,42944849,21363195,RLK
chr18,Bn78167,62835158,85540589,22705431,NBS
chr18,Bn78168,35580509,78063736,42483227,RLK
chr18,Bn78169,46043128,53483304,7440176,CN
chr18,Bn78170,14981357,45471677,30490320,RLK
chr18,Bn78171,14792469,35490434,20697965,CN
chr18,Bn78172,30421226,99687576,69266350,CN
chr18,Bn78173,31170857,41155880,9985023,CNL
chr18,Bn78174,7324520,99914538,92590018,TNL
chr18,Bn78175,34867952,64899057,30031105,TNL
chr18,Bn78176,98094184,99738290,1644106,RLP
chr18,Bn78177,85790942,97797984,12007042,CN
chr18,Bn78178,87653899,98865323,11211424,TN
chr18,Bn78179,4771405,30987069,26215664,TNL
chr18,Bn78180,10895585,47176913,36281328,TNL
chr18,Bn78181,90328810,98430459,8101649,TNL
chr18,Bn78182,94940919,98287999,3347080,CN
chr18,Bn78183,82655256,89080380,6425124,NBS
chr18,Bn78184,68300907,90136441,21835534,NBS
chr18,Bn78185,38059032,91388709,53329677,RLK
chr18,Bn78186,95211640,97701694,2490054,CNL
chr18,Bn78187,9877605,78599641,68722036,CNL
chr18,Bn78188,63553610,84751162,21197552,RLP
chr18,Bn78189,73236218,77701137,4464919,NBS
chr18,Bn78190,2527694,10551772,8024078,CNL
chr18,Bn78191,36001290,90488336,54487046,TN
chr18,Bn78192,22167410,73391465,51224055,CNL
chr18,Bn78193,76312261,86319109,10006848,CNL
chr18,Bn78194,19780586,78235783,58455197,NBS
chr18,Bn78195,30914659,82842604,51927945,TN
chr18,Bn78196,27077158,52829304,25752146,RLK
chr18,Bn78197,38145313,68164633,30019320,CNL
chr18,Bn78198,22581290,81387213,58805923,RLP
chr18,Bn78199,89758642,91786034,2027392,NBS
chr18,Bn78200,29430691,61070649,31639958,NBS
chr18,Bn78201,12232940,32463358,20230418,CNL
chr18,Bn78202,32604182,81031611,48427429,RLK
chr18,Bn78203,32729713,63163049,30433336,TN
chr18,Bn78204,74749598,95325166,20575568,RLP
chr18,Bn78205,6478638,33204786,26726148,NBS
chr18,Bn78206,74513910,77429223,2915313,CN
chr18,Bn78207,12059375,44514887,32455512,TNL
chr18,Bn78208,50536695,76878599,26341904,NBS
chr18,Bn78209,16045522,70716862,54671340,RLK
chr18,Bn78210,66092852,95767368,29674516,RLK
chr18,Bn78211,20870980,80142250,59271270,CNL
chr18,Bn78212,60095299,66479243,6383944,TNL
chr18,Bn78213,84340166,86276869,1936703,TN
chr18,Bn78214,21700402,69250345,47549943,RLK
chr18,Bn78215,43037074,45221633,2184559,TNL
chr18,Bn78216,1544773,25810054,24265281,CN
chr18,Bn78217,51799371,88294015,36494644,RLP
chr18,Bn78218,48966923,92682095,43715172,TN
chr18,Bn78219,98683341,98716135,32794,TN
chr18,Bn78220,85692718,88455477,2762759,TNL
chr18,Bn78221,34435070,66835709,32400639,TN
chr18,Bn78222,51980567,75223959,23243392,TN
chr18,Bn78223,49345781,98921010,49575229,NBS
chr18,Bn78224,31340789,44558206,13217417,CN
chr18,Bn78225,90749791,96992079,6242288,CN
chr18,Bn78226,74212880,90135058,15922178,TNL
chr18,Bn78227,79438476,96353580,16915104,RLK
chr18,Bn78228,36962237,72199381,35237144,RLK
chr18,Bn78229,34343468,86486738,52143270,RLK
chr18,Bn78230,52003743,77478041,25474298,RLK
chr18,Bn78231,53846227,85780804,31934577,RLK
chr18,Bn78232,54207192,62640216,8433024,TNL
chr18,Bn78233,45507981,64388955,18880974,CN
chr18,Bn78234,22478568,58780905,36302337,TNL
chr18,Bn78235,62001668,91973120,29971452,RLP
chr18,Bn78236,96041829,99593416,3551587,CNL
chr18,Bn78237,76073769,85904931,9831162,NBS
chr18,Bn78238,96634415,99017340,2382925,TNL
chr18,Bn78239,82360957,98219528,15858571,RLP
chr18,Bn78240,9235327,58758183,49522856,TNL
chr18,Bn78241,90196645,91926097,1729452,RLP
chr18,Bn78242,66308087,73137229,6829142,RLK
chr18,Bn78243,76875249,99331124,22455875,NBS
chr18,Bn78244,8596685,52209768,43613083,RLK
chr18,Bn78245,99398233,99697289,299056,RLP
chr18,Bn78246,77277648,92540107,15262459,TN
chr18,Bn78247,98211049,98479024,267975,TNL
chr18,Bn78248,29813335,87189529,57376194,TN
chr18,Bn78249,25354369,52394100,27039731,CN
chr18,Bn78250,1663981,62594595,60930614,CN
chr18,Bn78251,32210394,33637584,1427190,CN
chr18,Bn78252,41530007,67088909,25558902,NBS
chr18,Bn78253,50766519,99464933,48698414,TNL
chr18,Bn78254,68450873,80081456,11630583,CN
chr18,Bn78255,49157330,65426807,16269477,CN
chr18,Bn78256,54142384,92400808,38258424,RLP
chr18,Bn78257,88278811,88697627,418816,TNL
chr18,Bn78258,46031912,85440011,39408099,CN
chr18,Bn78259,33964329,80072226,46107897,TN
chr18,Bn78260,87415824,96932332,9516508,CNL
chr18,Bn78261,77906176,83098776,5192600,TNL
chr18,Bn78262,8633437,69623439,60990002,NBS
chr18,Bn78263,40780569,82717367,41936798,CNL
chr18,Bn78264,85291643,89094565,3802922,CNL
chr18,Bn78265,2108313,38016721,35908408,CN
chr18,Bn78266,65742813,83322757,17579944,CN
chr18,Bn78267,84269612,87337534,3067922,NBS
chr18,Bn78268,56736581,87441219,30704638,TNL
chr18,Bn78269,49196459,52367478,3171019,RLK
chr18,Bn78270,64156320,99573414,35417094,TNL
chr18,Bn78271,96729893,97933902,1204009,TN
chr18,Bn78272,58360060,59904431,1544371,TN
chr18,Bn78273,56738295,87932464,31194169,CN
chr18,Bn78274,32578418,91722071,59143653,RLK
chr18,Bn78275,45481919,78698211,33216292,CN
chr18,Bn78276,17522458,47636862,30114404,TN
chr18,Bn78277,59210459,90981671,31771212,NBS
chr18,Bn78278,92612605,95477224,2864619,TN
chr18,Bn78279,7654713,44691443,37036730,RLK
chr18,Bn78280,2794436,47966312,45171876,TN
chr18,Bn78281,11608231,22919645,11311414,RLK
chr18,Bn78282,75497886,79050003,3552117,CN
chr18,Bn78283,28617007,84563704,55946697,TNL
chr18,Bn78284,86146656,99253556,13106900,RLP
chr18,Bn78285,85930823,89092092,3161269,NBS
chr18,Bn78286,1833052,26162301,24329249,RLK
chr18,Bn78287,89223629,90144131,920502,CN
chr18,Bn78288,86451050,90873130,4422080,NBS
chr18,Bn78289,4321868,76787912,72466044,RLP
chr18,Bn78290,65880247,70147915,4267668,NBS
chr18,Bn78291,98874563,98882844,8281,CN
chr18,Bn78292,28009256,85049117,57039861,TN
chr18,Bn78293,67606839,82093562,14486723,NBS
chr18,Bn78294,93758035,99295077,5537042,NBS
chr18,Bn78295,81435018,89466502,8031484,CN
chr18,Bn78296,83751163,93026824,9275661,RLK
chr18,Bn78297,50293197,63982489,13689292,TNL
chr18,Bn78298,62725117,74383532,11658415,TN
chr18,Bn78299,79661702,99907633,20245931,TNL
chr18,Bn78300,46664273,94208750,47544477,CN
chr18,Bn78301,87867502,88861701,994199,RLP
chr18,Bn78302,67770472,81843689,14073217,RLP
chr18,Bn78303,44337459,94287050,49949591,NBS
chr18,Bn78304,39195068,74886991,35691923,TN
chr18,Bn78305,34020757,93125032,59104275,CNL
chr18,Bn78306,33702845,66042963,32340118,RLK
chr18,Bn78307,89214572,97888663,8674091,CN
chr18,Bn78308,74700450,78253579,3553129,TNL
chr18,Bn78309,92603177,93961859,1358682,RLK
chr18,Bn78310,32462447,68195592,35733145,CN
chr18,Bn78311,11522313,84746826,73224513,RLP
chr18,Bn78312,37176186,50171877,12995691,RLK
chr18,Bn78313,88332914,93345306,5012392,CN
chr18,Bn78314,21903881,88473979,66570098,TNL
chr18,Bn78315,87539104,90974632,3435528,TNL
chr18,Bn78316,43480195,98448144,54967949,CN
chr18,Bn78317,6791432,42686885,35895453,CN
chr18,Bn78318,83168176,87958004,4789828,NBS
chr18,Bn78319,90586017,98081286,7495269,RLP
chr18,Bn78320,87924579,98187940,10263361,CN
chr18,Bn78321,51317624,71922463,20604839,CN
chr18,Bn78322,87310753,92786490,5475737,CN
chr18,Bn78323,80866035,95394035,14528000,CNL
chr18,Bn78324,48326618,58158415,9831797,RLK
chr18,Bn78325,39529876,85678309,46148433,TN
chr18,Bn78326,27258005,54624368,27366363,TNL
chr18,Bn78327,50618732,97632831,47014099,CNL
chr18,Bn78328,4080958,26485296,22404338,TN
chr18,Bn78329,35462173,44514781,9052608,CNL
chr18,Bn78330,35260008,62918622,27658614,CNL
chr18,Bn78331,84185168,90661940,6476772,TNL
chr18,Bn78332,16719669,38002250,21282581,CN
chr18,Bn78333,12696046,48143853,35447807,TN
chr18,Bn78334,82428688,86715763,4287075,RLK
chr18,Bn78335,41430050,97474389,56044339,TNL
chr18,Bn78336,24429686,79586081,55156395,RLP
chr18,Bn78337,19962623,53716852,33754229,NBS
chr18,Bn78338,23077675,64045184,40967509,CN
chr18,Bn78339,59965285,79203850,19238565,TN
chr18,Bn78340,17525130,19982513,2457383,NBS
chr18,Bn78341,60803121,69192144,8389023,CNL
chr18,Bn78342,12349141,48637257,36288116,NBS
chr18,Bn78343,30300228,47223351,16923123,RLK
chr18,Bn78344,86416179,92011933,5595754,CN
chr18,Bn78345,15616608,31410892,15794284,CNL
chr18,Bn78346,63221046,85478866,22257820,CNL
chr18,Bn78347,21068536,23759844,2691308,TNL
chr18,Bn78348,4126428,87798612,83672184,RLK
chr18,Bn78349,60253486,90202571,29949085,CNL
chr18,Bn78350,43504071,58175986,14671915,NBS
chr18,Bn78351,65290404,76491312,11200908,CN
chr18,Bn78352,72989505,78392325,5402820,TNL
chr18,Bn78353,49965495,72218423,22252928,TNL
chr18,Bn78354,5798369,67879992,62081623,TNL
chr18,Bn78355,14015847,22458742,8442895,CNL
chr18,Bn78356,3708952,20695100,16986148,CN
chr18,Bn78357,80802185,92622605,11820420,NBS
chr18,Bn78358,43427495,67978401,24550906,CNL
chr18,Bn78359,61887858,74735860,12848002,TN
chr18,Bn78360,74050014,86666984,12616970,CN
chr18,Bn78361,36041065,42723776,6682711,TN
chr18,Bn78362,56688840,75452696,18763856,CNL
chr18,Bn78363,68146837,88794975,20648138,NBS
chr18,Bn78364,50233682,90717436,40483754,RLP
chr18,Bn78365,44757647,59755071,14997424,RLP
chr18,Bn78366,58615105,75368654,16753549,RLK
chr18,Bn78367,77478631,80028314,2549683,RLK
chr18,Bn78368,90775965,95202317,4426352,NBS
chr18,Bn78369,39599905,86348492,46748587,CNL
chr18,Bn78370,89063834,94582940,5519106,CNL
chr18,Bn78371,52727434,81098531,28371097,RLK
chr18,Bn78372,84255696,97951014,13695318,NBS
chr18,Bn78373,38069492,87731995,49662503,CN
chr18,Bn78374,98433981,98721750,287769,RLP
chr18,Bn78375,99573898,99787176,213278,CNL
chr18,Bn78376,15858288,86918519,71060231,CN
chr18,Bn78377,76498140,89539500,13041360,CNL
chr18,Bn78378,3805542,47421603,43616061,NBS
chr18,Bn78379,67650221,90647249,22997028,TNL
chr18,Bn78380,25052497,72016799,46964302,NBS
chr18,Bn78381,67932599,86080205,18147606,RLP
chr18,Bn78382,85207495,86510624,1303129,CN
chr18,Bn78383,96278800,99378090,3099290,RLP
chr18,Bn78384,81534776,97244145,15709369,CN
chr18,Bn78385,14595597,40820076,26224479,RLP
chr18,Bn78386,65850042,73708356,7858314,CNL
chr18,Bn78387,46358753,71268745,24909992,RLP
chr18,Bn78388,43042677,61215908,18173231,CN
chr18,Bn78389,61654186,75540954,13886768,TNL
chr18,Bn78390,77832464,87522930,9690466,RLP
chr18,Bn78391,49276867,84663829,35386962,RLK
chr18,Bn78392,98073131,99801950,1728819,RLK
chr18,Bn78393,28367568,90038134,61670566,TNL
chr18,Bn78394,59952212,97102193,37149981,RLP
chr18,Bn78395,27549228,79903434,52354206,NBS
chr18,Bn78396,70006345,75450265,5443920,TNL
chr18,Bn78397,24552261,94921135,70368874,RLP
chr18,Bn78398,25118395,65504561,40386166,RLK
chr18,Bn78399,86393872,96340067,9946195,CNL
chr18,Bn78400,31418238,94512652,63094414,RLP
chr18,Bn78401,33118165,58831296,25713131,CNL
chr18,Bn78402,81014821,81462497,447676,TNL
chr18,Bn78403,85198826,99275494,14076668,TNL
chr18,Bn78404,70160733,77764712,7603979,CNL
chr18,Bn78405,33972778,40345029,6372251,TN
chr18,Bn78406,49890568,68260550,18369982,RLK
chr18,Bn78407,77827659,89725876,11898217,NBS
chr18,Bn78408,64098503,93344870,29246367,CN
chr18,Bn78409,25001841,71184779,46182938,RLK
chr18,Bn78410,31496622,91703649,60207027,RLP
chr18,Bn78411,89483668,91639907,2156239,CN
chr18,Bn78412,21192317,36428922,15236605,CN
chr18,Bn78413,35661412,40956145,5294733,RLK
chr18,Bn78414,70573072,85131291,14558219,TN
chr18,Bn78415,39630476,61536900,21906424,NBS
chr18,Bn78416,42869140,63845039,20975899,TNL
chr18,Bn78417,20918025,76867059,55949034,TN
chr18,Bn78418,77503488,78823729,1320241,TNL
chr18,Bn78419,32017273,89810285,57793012,CN
chr18,Bn78420,21766025,71630192,49864167,RLK
chr18,Bn78421,40547372,61923738,21376366,RLK
chr18,Bn78422,3743404,74286925,70543521,NBS
chr18,Bn78423,27435432,61402361,33966929,RLK
chr18,Bn78424,28405568,39600617,11195049,NBS
chr18,Bn78425,87708124,99736700,12028576,TNL
chr18,Bn78426,91051067,98112720,7061653,NBS
chr18,Bn78427,49188780,58314051,9125271,RLP
chr18,Bn78428,24583767,45007091,20423324,CN
chr18,Bn78429,8489083,45285358,36796275,RLP
chr18,Bn78430,77883688,88604899,10721211,NBS
chr18,Bn78431,22453676,60864581,38410905,NBS
chr18,Bn78432,87341831,93709818,6367987,TN
chr18,Bn78433,39285427,72074253,32788826,CNL
chr18,Bn78434,63324658,72062607,8737949,RLP
chr18,Bn78435,51461316,85121306,33659990,NBS
chr18,Bn78436,41947777,90325977,48378200,TN
chr18,Bn78437,30725212,59574464,28849252,RLK
chr18,Bn78438,19483843,92366804,72882961,CNL
chr18,Bn78439,10211091,31815165,21604074,CNL
chr18,Bn78440,41805357,55267105,13461748,RLP
chr18,Bn78441,48422498,60728835,12306337,TN
chr18,Bn78442,2462849,54752097,52289248,CN
chr18,Bn78443,52918735,72274078,19355343,TN
chr18,Bn78444,1592248,56486609,54894361,RLP
chr18,Bn78445,18860678,61180891,42320213,TN
chr18,Bn78446,12039104,78514007,66474903,CNL
chr18,Bn78447,43026704,71010118,27983414,TNL
chr18,Bn78448,78713210,97065378,18352168,CNL
chr18,Bn78449,27331977,64416369,37084392,TN
chr18,Bn78450,41706873,95471193,53764320,CN
chr18,Bn78451,49098313,80745700,31647387,RLP
chr18,Bn78452,48049693,60204387,12154694,TNL
chr18,Bn78453,52103567,85355408,33251841,TNL
chr18,Bn78454,32609619,49522748,16913129,RLK
chr18,Bn78455,65578472,86353836,20775364,NBS
chr18,Bn78456,88090515,95147475,7056960,CNL
chr18,Bn78457,33836080,89903848,56067768,TN
chr18,Bn78458,95032022,96684495,1652473,RLP
chr18,Bn78459,83752532,88591875,4839343,RLK
chr18,Bn78460,61148224,94870983,33722759,TN
chr18,Bn78461,24842264,30863616,6021352,CNL
chr18,Bn78462,23157195,87629980,64472785,RLK
chr18,Bn78463,60839549,93621524,32781975,NBS
chr18,Bn78464,48619340,74155632,25536292,TNL
chr18,Bn78465,41280711,86281219,45000508,CNL
chr18,Bn78466,51099562,97170135,46070573,TNL
chr18,Bn78467,11372664,32117598,20744934,TN
chr18,Bn78468,35217954,71023320,35805366,NBS
chr18,Bn78469,78524297,98596141,20071844,TN
chr18,Bn78470,12080275,77767478,65687203,RLK
chr18,Bn78471,54635322,66854156,12218834,RLK
chr18,Bn78472,69902834,70424064,521230,NBS
chr18,Bn78473,67816219,99812387,31996168,TN
chr18,Bn78474,26139652,70923544,44783892,CN
chr18,Bn78475,41653414,51169489,9516075,TNL
chr18,Bn78476,29899179,68879158,38979979,CNL
chr18,Bn78477,68457294,97628918,29171624,NBS
chr18,Bn78478,52464717,72030428,19565711,CN
chr18,Bn78479,12220942,55217236,42996294,RLP
chr18,Bn78480,79521552,84337720,4816168,RLK
chr18,Bn78481,36679342,99605191,62925849,CN
